"evidence_id","fitting_class","split","image_path","cached_external_path","cache_exists","file_size_bytes","source_batch","source_dataset","notes"
"batch_008_dr_pattern_evidence_dry_run_057","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0648_moderate_a21b37719f9b.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\053__batch_008_dr_pattern_evidence_dry_run_057__a21b37719f9b.png","true","71070","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_074","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0663_moderate_a505981d1cab.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\054__batch_008_dr_pattern_evidence_dry_run_074__a505981d1cab.png","true","68380","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_046","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0669_moderate_a66c3165876f.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\055__batch_008_dr_pattern_evidence_dry_run_046__a66c3165876f.png","true","68446","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_039","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0673_moderate_a790a3b36390.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\056__batch_008_dr_pattern_evidence_dry_run_039__a790a3b36390.png","true","72179","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_080","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0688_moderate_aa0afc41ed19.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\057__batch_008_dr_pattern_evidence_dry_run_080__aa0afc41ed19.png","true","70343","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_043","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0690_moderate_aa5ce75edcf5.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\058__batch_008_dr_pattern_evidence_dry_run_043__aa5ce75edcf5.png","true","73954","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_049","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0701_moderate_aca88f566228.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\059__batch_008_dr_pattern_evidence_dry_run_049__aca88f566228.png","true","72372","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_090","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0727_moderate_b402daa0864c.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\060__batch_008_dr_pattern_evidence_dry_run_090__b402daa0864c.png","true","69723","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_066","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0732_moderate_b60dbf9f0744.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\061__batch_008_dr_pattern_evidence_dry_run_066__b60dbf9f0744.png","true","72614","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_087","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0742_moderate_b8f1b30877db.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\062__batch_008_dr_pattern_evidence_dry_run_087__b8f1b30877db.png","true","70194","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_058","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0758_moderate_bcdc8db5423b.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\063__batch_008_dr_pattern_evidence_dry_run_058__bcdc8db5423b.png","true","70568","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_050","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0774_moderate_c05b7b4c22fe.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\064__batch_008_dr_pattern_evidence_dry_run_050__c05b7b4c22fe.png","true","72372","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_024","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0775_moderate_c1c8550508e0.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\065__batch_008_dr_pattern_evidence_dry_run_024__c1c8550508e0.png","true","74464","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_071","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0778_moderate_c280730cc211.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\066__batch_008_dr_pattern_evidence_dry_run_071__c280730cc211.png","true","73153","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_019","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0794_moderate_c6e1e9fbf39b.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\067__batch_008_dr_pattern_evidence_dry_run_019__c6e1e9fbf39b.png","true","73487","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_089","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0796_moderate_c73c5f6ef664.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\068__batch_008_dr_pattern_evidence_dry_run_089__c73c5f6ef664.png","true","64792","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_060","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0800_moderate_c87493ed320c.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\069__batch_008_dr_pattern_evidence_dry_run_060__c87493ed320c.png","true","66607","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_016","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0802_moderate_c8905b8d5cf1.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\070__batch_008_dr_pattern_evidence_dry_run_016__c8905b8d5cf1.png","true","72795","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_056","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0808_moderate_ca7570c5925c.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\071__batch_008_dr_pattern_evidence_dry_run_056__ca7570c5925c.png","true","71150","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_041","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0818_moderate_cbf0394039f8.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\072__batch_008_dr_pattern_evidence_dry_run_041__cbf0394039f8.png","true","68705","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_093","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0822_moderate_ccd34029493d.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\073__batch_008_dr_pattern_evidence_dry_run_093__ccd34029493d.png","true","70610","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_052","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0828_moderate_ceaa5803d780.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\074__batch_008_dr_pattern_evidence_dry_run_052__ceaa5803d780.png","true","73096","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_075","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0870_moderate_d994203deb64.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\075__batch_008_dr_pattern_evidence_dry_run_075__d994203deb64.png","true","68380","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_053","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0889_moderate_df841a0440d8.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\076__batch_008_dr_pattern_evidence_dry_run_053__df841a0440d8.png","true","68610","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_032","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0890_moderate_e03e70bc8bba.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\077__batch_008_dr_pattern_evidence_dry_run_032__e03e70bc8bba.png","true","81149","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_088","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0908_moderate_e387311a840e.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\078__batch_008_dr_pattern_evidence_dry_run_088__e387311a840e.png","true","71747","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_068","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0911_moderate_e4151feb8443.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\079__batch_008_dr_pattern_evidence_dry_run_068__e4151feb8443.png","true","74460","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_028","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0951_moderate_ee74c3b177e0.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\080__batch_008_dr_pattern_evidence_dry_run_028__ee74c3b177e0.png","true","74587","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_072","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0964_moderate_f3b6b7ca1eb1.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\081__batch_008_dr_pattern_evidence_dry_run_072__f3b6b7ca1eb1.png","true","70414","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_062","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0966_moderate_f45f1485c940.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\082__batch_008_dr_pattern_evidence_dry_run_062__f45f1485c940.png","true","67806","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_013","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0969_moderate_f583a722434c.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\083__batch_008_dr_pattern_evidence_dry_run_013__f583a722434c.png","true","61985","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_081","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0973_moderate_f7edc074f06b.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\084__batch_008_dr_pattern_evidence_dry_run_081__f7edc074f06b.png","true","76107","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_048","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0974_moderate_f80118bbda18.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\085__batch_008_dr_pattern_evidence_dry_run_048__f80118bbda18.png","true","70435","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_059","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0977_moderate_f920ccd926db.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\086__batch_008_dr_pattern_evidence_dry_run_059__f920ccd926db.png","true","70568","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_086","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0987_moderate_fc4c2d35c6f8.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\087__batch_008_dr_pattern_evidence_dry_run_086__fc4c2d35c6f8.png","true","71635","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_004","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/severe/row_1022_severe_1b495ac025b7.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\088__batch_008_dr_pattern_evidence_dry_run_004__1b495ac025b7.png","true","74188","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_007","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/severe/row_1047_severe_3fa4f4d77177.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\089__batch_008_dr_pattern_evidence_dry_run_007__3fa4f4d77177.png","true","69649","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_011","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/severe/row_1048_severe_405b4f78658f.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\090__batch_008_dr_pattern_evidence_dry_run_011__405b4f78658f.png","true","68738","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_003","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/severe/row_1085_severe_72595230840c.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\091__batch_008_dr_pattern_evidence_dry_run_003__72595230840c.png","true","78594","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_010","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/severe/row_1168_severe_dd3dad6ca78f.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\092__batch_008_dr_pattern_evidence_dry_run_010__dd3dad6ca78f.png","true","71657","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_001","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/severe/row_1185_severe_f64214bed40e.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\093__batch_008_dr_pattern_evidence_dry_run_001__f64214bed40e.png","true","71204","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_008","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/proliferate_dr/row_1270_proliferate_dr_44ecf3f4efa5.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\094__batch_008_dr_pattern_evidence_dry_run_008__44ecf3f4efa5.png","true","70506","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_009","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/proliferate_dr/row_1272_proliferate_dr_46cdc8b685bd.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\095__batch_008_dr_pattern_evidence_dry_run_009__46cdc8b685bd.png","true","74460","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_002","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/proliferate_dr/row_1321_proliferate_dr_6daef3e5ca22.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\096__batch_008_dr_pattern_evidence_dry_run_002__6daef3e5ca22.png","true","57724","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_006","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/proliferate_dr/row_1418_proliferate_dr_c3d12a23f451.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\097__batch_008_dr_pattern_evidence_dry_run_006__c3d12a23f451.png","true","72716","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_005","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/proliferate_dr/row_1432_proliferate_dr_d1a24527a15d.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\098__batch_008_dr_pattern_evidence_dry_run_005__d1a24527a15d.png","true","72595","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
